cod_ine,municipio,provincia,poblacion,latitud,longitud
37213,NAVA DE BÉJAR,SALAMANCA,74,40.474209,-5.680725
37226,PALACIOS DEL ARZOBISPO,SALAMANCA,151,41.165614,-5.890152
37229,PALENCIA DE NEGRILLA,SALAMANCA,138,41.094281,-5.600537
37231,PARADA DE RUBIALES,SALAMANCA,241,41.147576,-5.436624
37232,PARADINAS DE SAN JUAN,SALAMANCA,384,40.983857,-5.153446
37236,PEDROSILLO DE ALBA,SALAMANCA,124,40.822789,-5.396519
37237,PEDROSILLO DE LOS AIRES,SALAMANCA,314,40.714584,-5.705231
37241,PELARRODRÍGUEZ,SALAMANCA,159,40.886645,-6.212697
37246,PEÑARANDA DE BRACAMONTE,SALAMANCA,6063,40.901737,-5.200546
37247,PEÑARANDILLA,SALAMANCA,181,40.883392,-5.393448
37250,PEREÑA DE LA RIBERA,SALAMANCA,314,41.237933,-6.524407
37259,PUEBLA DE SAN MEDEL,SALAMANCA,33,40.511209,-5.737277
37260,PUEBLA DE YELTES,SALAMANCA,142,40.626242,-6.182117
37262,PUERTAS,SALAMANCA,65,41.096762,-6.286369
37269,ROBLEDA,SALAMANCA,457,40.384881,-6.605611
37272,SAELICES EL CHICO,SALAMANCA,173,40.670549,-6.63296
37276,SALMORAL,SALAMANCA,112,40.80153,-5.219267
37278,SAN CRISTÓBAL DE LA CUESTA,SALAMANCA,1143,41.029414,-5.618797
37287,SAN MIGUEL DE VALERO,SALAMANCA,303,40.543476,-5.921316
37288,SAN MORALES,SALAMANCA,366,40.993005,-5.50264
37291,SAN PEDRO DE ROZADOS,SALAMANCA,145,40.790567,-5.738097
37292,SAN PELAYO DE GUAREÑA,SALAMANCA,92,41.115797,-5.857774
37294,SANTA MARTA DE TORMES,SALAMANCA,14726,40.949683,-5.631074
37297,SANTIBÁÑEZ DE BÉJAR,SALAMANCA,444,40.487463,-5.611754
37299,SANTIZ,SALAMANCA,229,41.204207,-5.894784
37304,SEPULCRO-HILARIO,SALAMANCA,157,40.70014,-6.187375
37310,SIETEIGLESIAS DE TORMES,SALAMANCA,164,40.742043,-5.577581
37312,SORIHUELA,SALAMANCA,256,40.442952,-5.678822
37316,TAMAMES,SALAMANCA,785,40.657801,-6.105101
37317,TARAZONA DE GUAREÑA,SALAMANCA,269,41.171954,-5.251454
37318,TARDÁGUILA,SALAMANCA,197,41.114043,-5.574033
37323,TOPAS,SALAMANCA,511,41.156972,-5.634428
37324,TORDILLOS,SALAMANCA,316,40.853505,-5.352762
37327,TORRESMENUDAS,SALAMANCA,184,41.102037,-5.784557
37328,TRABANCA,SALAMANCA,160,41.233027,-6.384016
37331,VALDEFUENTES DE SANGUSÍN,SALAMANCA,189,40.466036,-5.83151
37338,VALDUNCIEL,SALAMANCA,110,41.085897,-5.672072
37343,VALLEJERA DE RIOFRÍO,SALAMANCA,72,40.408336,-5.720104
37340,VALSALABROSO,SALAMANCA,119,41.108839,-6.501886
37341,VALVERDE DE VALDELACASA,SALAMANCA,57,40.480578,-5.781647
37344,VECINOS,SALAMANCA,219,40.778246,-5.878577
37348,VENTOSA DEL RÍO ALMAR,SALAMANCA,99,40.92622,-5.347978
37353,VILLALBA DE LOS LLANOS,SALAMANCA,110,40.800549,-5.974266
37356,VILLAR DE ARGAÑÁN,SALAMANCA,98,40.673669,-6.718957
37362,VILLARES DE LA REINA,SALAMANCA,6723,41.009096,-5.649061
37364,VILLARINO DE LOS AIRES,SALAMANCA,739,41.269717,-6.467725
37370,VILLASECO DE LOS REYES,SALAMANCA,298,41.161946,-6.185913
37372,VILLAVERDE DE GUAREÑA,SALAMANCA,138,41.063768,-5.525576
37373,VILLAVIEJA DE YELTES,SALAMANCA,688,40.875554,-6.467806
37350,VILVESTRE,SALAMANCA,395,41.104559,-6.725837
37378,ZAMARRA,SALAMANCA,71,40.519238,-6.452052
37379,ZAMAYÓN,SALAMANCA,192,41.147757,-5.829529
37380,ZARAPICOS,SALAMANCA,49,41.038635,-5.844796
37382,ZORITA DE LA FRONTERA,SALAMANCA,152,41.014215,-5.196686
40001,ABADES,SEGOVIA,859,40.91634,-4.267874
40006,ALDEALCORVO,SEGOVIA,18,41.244002,-3.791299
40008,ALDEALENGUA DE SANTA MARÍA,SEGOVIA,59,41.462154,-3.467742
40010,ALDEANUEVA DEL CODONAL,SEGOVIA,108,41.083402,-4.543344
40016,ALDEONTE,SEGOVIA,55,41.351021,-3.678549
40018,AÑE,SEGOVIA,66,41.037447,-4.295129
40019,ARAHUETES,SEGOVIA,31,41.137805,-3.85695
40020,ARCONES,SEGOVIA,180,41.118501,-3.724301
40025,BARBOLLA,SEGOVIA,150,41.32563,-3.672204
40041,CANTIMPALOS,SEGOVIA,1427,41.074673,-4.15916
40043,CARBONERO EL MAYOR,SEGOVIA,2502,41.122317,-4.266111
40045,CASLA,SEGOVIA,155,41.166962,-3.655505
40047,CASTRO DE FUENTIDUEÑA,SEGOVIA,48,41.42051,-3.856453
40052,CEDILLO DE LA TORRE,SEGOVIA,81,41.424592,-3.605916
40053,CEREZO DE ABAJO,SEGOVIA,145,41.217531,-3.592566
40065,CHAÑE,SEGOVIA,741,41.339416,-4.428739
40056,COBOS DE FUENTIDUEÑA,SEGOVIA,28,41.382143,-3.928964
40059,COLLADO HERMOSO,SEGOVIA,118,41.038573,-3.917706
40068,DOMINGO GARCÍA,SEGOVIA,32,41.115018,-4.377907
40076,EL ESPINAR,SEGOVIA,10145,40.718093,-4.24753
40074,ESCARABAJOSA DE CABEZAS,SEGOVIA,276,41.104056,-4.194629
40078,FRESNEDA DE CUÉLLAR,SEGOVIA,170,41.318275,-4.450392
40079,FRESNO DE CANTESPINO,SEGOVIA,288,41.368291,-3.499332
40080,FRESNO DE LA FUENTE,SEGOVIA,77,41.393334,-3.644741
40084,FUENTE EL OLMO DE ÍSCAR,SEGOVIA,45,41.279798,-4.494531
40094,GARCILLÁN,SEGOVIA,515,40.977087,-4.264079
40097,GRAJERA,SEGOVIA,256,41.371083,-3.613731
40101,HONTANARES DE ERESMA,SEGOVIA,1662,40.981807,-4.203476
40112,LA LASTRILLA,SEGOVIA,4697,40.968941,-4.103757
40108,LAGUNA DE CONTRERAS,SEGOVIA,115,41.494512,-4.028542
40111,LASTRAS DEL POZO,SEGOVIA,64,40.879079,-4.344592
40103,LOS HUERTOS,SEGOVIA,170,41.010347,-4.218681
40115,MADERUELO,SEGOVIA,101,41.487233,-3.521901
40903,MARAZOLEJA,SEGOVIA,96,40.961864,-4.337512
40120,MARTÍN MUÑOZ DE LA DEHESA,SEGOVIA,307,41.066221,-4.686916
40121,MARTÍN MUÑOZ DE LAS POSADAS,SEGOVIA,249,40.996122,-4.595913
40122,MARUGÁN,SEGOVIA,763,40.896824,-4.384281
40123,MATABUENA,SEGOVIA,263,41.095702,-3.756594
40126,MELQUE DE CERCOS,SEGOVIA,65,41.051171,-4.469019
40129,MONTEJO DE ARÉVALO,SEGOVIA,161,41.140399,-4.6652
40130,MONTEJO DE LA VEGA DE LA SERREZUELA,SEGOVIA,124,41.549114,-3.652677
40141,NAVALMANZANO,SEGOVIA,1044,41.214727,-4.256285
40142,NAVARES DE AYUSO,SEGOVIA,53,41.37275,-3.706673
40144,NAVARES DE LAS CUEVAS,SEGOVIA,25,41.413975,-3.75114
40149,OLOMBRADA,SEGOVIA,503,41.415235,-4.161221
40150,OREJANA,SEGOVIA,62,41.164679,-3.780464
40901,ORTIGOSA DEL MONTE,SEGOVIA,587,40.843618,-4.17598
40154,PAJAREJOS,SEGOVIA,24,41.390336,-3.590395
40160,PINARNEGRILLO,SEGOVIA,96,41.190429,-4.206977
40164,RAPARIEGOS,SEGOVIA,194,41.094448,-4.654168
40168,RIAGUAS DE SAN BARTOLOMÉ,SEGOVIA,27,41.426673,-3.489892
40170,RIAZA,SEGOVIA,2144,41.279741,-3.477249
40172,RIOFRÍO DE RIAZA,SEGOVIA,27,41.247955,-3.449472
40173,RODA DE ERESMA,SEGOVIA,253,41.027843,-4.181177
40176,SAMBOAL,SEGOVIA,461,41.259287,-4.419207
40184,SAN PEDRO DE GAÍLLOS,SEGOVIA,311,41.227045,-3.810054
40180,SANGARCÍA,SEGOVIA,279,40.94739,-4.414372
40188,SANTIUSTE DE PEDRAZA,SEGOVIA,85,41.090249,-3.885872
40189,SANTIUSTE DE SAN JUAN BAUTISTA,SEGOVIA,535,41.157174,-4.572056
40190,SANTO DOMINGO DE PIRÓN,SEGOVIA,51,41.040761,-3.989693
40191,SANTO TOMÉ DEL PUERTO,SEGOVIA,234,41.194376,-3.577427
40203,TORRECABALLEROS,SEGOVIA,1496,40.993056,-4.02467
40205,TORREIGLESIAS,SEGOVIA,256,41.102316,-4.03151
40208,TURÉGANO,SEGOVIA,1017,41.156184,-4.00692
40210,URUEÑAS,SEGOVIA,98,41.357487,-3.773242
40212,VALDEVACAS DE MONTEJO,SEGOVIA,29,41.522097,-3.635853
40213,VALDEVACAS Y GUIJAR,SEGOVIA,80,41.145596,-3.911057
40220,VALLERUELA DE PEDRAZA,SEGOVIA,65,41.179416,-3.806666
40215,VALTIENDAS,SEGOVIA,77,41.478474,-3.917103
40224,VENTOSILLA Y TEJADILLA,SEGOVIA,17,41.18148,-3.694411
40229,VILLAVERDE DE MONTEJO,SEGOVIA,21,41.521959,-3.653998
40230,VILLEGUILLO,SEGOVIA,120,41.252396,-4.578348
40231,YANGUAS DE ERESMA,SEGOVIA,117,41.071735,-4.238239
40233,ZARZUELA DEL MONTE,SEGOVIA,498,40.808102,-4.337811
42004,ÁGREDA,SORIA,3094,41.85517,-1.919656
42007,ALCUBILLA DE AVELLANEDA,SORIA,107,41.72597,-3.304091
42011,ALDEALPOZO,SORIA,18,41.781557,-2.206628
42017,ALMAJANO,SORIA,182,41.849992,-2.33881
42018,ALMALUEZ,SORIA,124,41.289722,-2.269073
42023,ALPANSEQUE,SORIA,51,41.263992,-2.670754
42025,ARCOS DE JALÓN,SORIA,1545,41.213421,-2.272513
42027,ARÉVALO DE LA SIERRA,SORIA,70,41.946218,-2.400539
42030,BARCA,SORIA,107,41.456047,-2.621555
42034,BERATÓN,SORIA,41,41.717639,-1.81145
42035,BERLANGA DE DUERO,SORIA,831,41.464781,-2.860727
42037,BLIECOS,SORIA,26,41.528401,-2.27158
42049,CANDILICHERA,SORIA,104,41.704083,-2.299948
42052,CARACENA,SORIA,14,41.383482,-3.090087
42054,CARRASCOSA DE LA SIERRA,SORIA,19,41.894422,-2.281815
42057,CASTILRUIZ,SORIA,158,41.877087,-2.059202
42059,CENTENERA DE ANDALUZ,SORIA,21,41.50701,-2.718486
42063,CIHUELA,SORIA,39,41.406065,-1.998879
42068,COSCURITA,SORIA,68,41.434917,-2.475496
42069,COVALEDA,SORIA,1574,41.935538,-2.881622
42071,CUBO DE LA SOLANA,SORIA,163,41.602535,-2.422862
42075,DÉVANOS,SORIA,72,41.904517,-1.946771
42079,ESCOBOSA DE ALMAZÁN,SORIA,20,41.486843,-2.370884
42080,ESPEJA DE SAN MARCELINO,SORIA,151,41.802153,-3.22091
42085,FUENTEARMEGIL,SORIA,150,41.715032,-3.182361
42090,FUENTEPINILLA,SORIA,78,41.568046,-2.763271
42092,FUENTES DE MAGAÑA,SORIA,51,41.934643,-2.179256
42095,GOLMAYO,SORIA,3059,41.765435,-2.524146
42096,GÓMARA,SORIA,288,41.623744,-2.224964
42098,HERRERA DE SORIA,SORIA,11,41.763005,-3.012166
42100,HINOJOSA DEL CAMPO,SORIA,25,41.738475,-2.101202
42103,LANGA DE DUERO,SORIA,716,41.610246,-3.401614
42111,MATAMALA DE ALMAZÁN,SORIA,254,41.504944,-2.639855
42121,MONTENEGRO DE CAMEROS,SORIA,45,42.089736,-2.753835
42127,NAFRÍA DE UCERO,SORIA,36,41.721902,-3.094882
42129,NAVALENO,SORIA,732,41.837927,-3.004147
42130,NEPAS,SORIA,50,41.526207,-2.398155
42131,NOLAY,SORIA,48,41.527162,-2.351879
42134,ÓLVEGA,SORIA,3838,41.780458,-1.982666
42142,POZALMURO,SORIA,46,41.772888,-2.105486
42144,QUINTANA REDONDA,SORIA,512,41.640181,-2.615064
42151,REBOLLAR,SORIA,36,41.913671,-2.505113
42152,RECUERDA,SORIA,62,41.475719,-2.994772
42162,SAN ESTEBAN DE GORMAZ,SORIA,2935,41.575287,-3.208325
42167,SANTA MARÍA DE HUERTA,SORIA,242,41.2613,-2.176743
42173,SORIA,SORIA,40750,41.763279,-2.466248
42174,SOTILLO DEL RINCÓN,SORIA,175,41.932333,-2.60238
42182,TARODA,SORIA,46,41.347626,-2.432282
42187,TORRUBIA DE SORIA,SORIA,56,41.630205,-2.090283
42194,VALDEMALUQUE,SORIA,137,41.674636,-3.046881
42195,VALDENEBRO,SORIA,94,41.572391,-2.965497
42205,VILLACIERVOS,SORIA,86,41.764907,-2.627552
42206,VILLANUEVA DE GORMAZ,SORIA,8,41.46782,-3.062373
42207,VILLAR DEL ALA,SORIA,50,41.915081,-2.56636
42212,VILLASAYAS,SORIA,60,41.353106,-2.610282
42216,VIZMANOS,SORIA,30,42.024339,-2.408754
42217,VOZMEDIANO,SORIA,33,41.837776,-1.856273
47004,ALAEJOS,VALLADOLID,1407,41.307568,-5.216757
47006,ALDEA DE SAN MIGUEL,VALLADOLID,218,41.461157,-4.618505
47012,BAHABÓN,VALLADOLID,93,41.48134,-4.282392
47014,BARRUELO DEL VALLE,VALLADOLID,52,41.672471,-5.068676
47015,BECILLA DE VALDERADUEY,VALLADOLID,200,42.098502,-5.218428
47016,BENAFARCES,VALLADOLID,70,41.620989,-5.293992
47018,BERCERUELO,VALLADOLID,36,41.580409,-5.033611
47022,BOCOS DE DUERO,VALLADOLID,81,41.623549,-4.068953
47023,BOECILLO,VALLADOLID,4357,41.540459,-4.699397
47028,CABEZÓN DE VALDERADUEY,VALLADOLID,33,42.167219,-5.159357
47030,CAMPASPERO,VALLADOLID,1004,41.491478,-4.195033
47033,CANALEJAS DE PEÑAFIEL,VALLADOLID,252,41.527118,-4.116448
47034,CANILLAS DE ESGUEVA,VALLADOLID,73,41.756101,-4.12465
47036,CASASOLA DE ARIÓN,VALLADOLID,215,41.579055,-5.240581
47037,CASTREJÓN DE TRABANCOS,VALLADOLID,176,41.251815,-5.170484
47038,CASTRILLO DE DUERO,VALLADOLID,121,41.575542,-4.015179
47039,CASTRILLO-TEJERIEGO,VALLADOLID,152,41.703585,-4.370754
47048,CEINOS DE CAMPOS,VALLADOLID,172,42.031639,-5.151001
47050,CIGALES,VALLADOLID,5364,41.758128,-4.699857
47053,COGECES DE ÍSCAR,VALLADOLID,144,41.406704,-4.546162
47056,CORRALES DE DUERO,VALLADOLID,105,41.670637,-4.04931
47031,EL CAMPILLO,VALLADOLID,198,41.25718,-5.013082
47061,ESGUEVILLAS DE ESGUEVA,VALLADOLID,258,41.751634,-4.379978
47066,FUENSALDAÑA,VALLADOLID,2137,41.707279,-4.765417
47075,ÍSCAR,VALLADOLID,6396,41.364199,-4.530714
47079,LLANO DE OLMEDO,VALLADOLID,161,41.268111,-4.612954
47078,LOMOVIEJO,VALLADOLID,51,41.1499,-4.917847
47082,MATAPOZUELOS,VALLADOLID,1015,41.411466,-4.790444
47086,MEDINA DE RIOSECO,VALLADOLID,4537,41.883071,-5.043182
47085,MEDINA DEL CAMPO,VALLADOLID,20097,41.307578,-4.915187
47087,MEGECES,VALLADOLID,422,41.407829,-4.564194
47088,MELGAR DE ABAJO,VALLADOLID,114,42.244874,-5.141655
47093,MONTEMAYOR DE PILILLA,VALLADOLID,860,41.507564,-4.458115
47095,MORALEJA DE LAS PANADERAS,VALLADOLID,38,41.276581,-4.825629
47113,PEDROSA DEL REY,VALLADOLID,148,41.555517,-5.204443
47116,PESQUERA DE DUERO,VALLADOLID,423,41.641261,-4.155937
47117,PIÑA DE ESGUEVA,VALLADOLID,310,41.729762,-4.428181
47118,PIÑEL DE ABAJO,VALLADOLID,163,41.67531,-4.14655
47121,POLLOS,VALLADOLID,562,41.443478,-5.125271
47122,PORTILLO,VALLADOLID,2368,41.479073,-4.588062
47128,QUINTANILLA DEL MOLAR,VALLADOLID,47,41.989635,-5.44962
47132,RAMIRO,VALLADOLID,46,41.229212,-4.786011
47134,ROALES DE CAMPOS,VALLADOLID,165,42.030363,-5.475452
47135,ROBLADILLO,VALLADOLID,87,41.607928,-4.910004
47141,SALVADOR DE ZAPARDIEL,VALLADOLID,103,41.116022,-4.875781
47143,SAN LLORENTE,VALLADOLID,94,41.686177,-4.064678
47146,SAN MIGUEL DEL PINO,VALLADOLID,367,41.507925,-4.910046
47150,SAN ROMÁN DE HORNIJA,VALLADOLID,301,41.480299,-5.2844
47153,SANTERVÁS DE CAMPOS,VALLADOLID,108,42.21716,-5.100967
47155,SANTOVENIA DE PISUERGA,VALLADOLID,4703,41.696355,-4.691031
47160,SIETE IGLESIAS DE TRABANCOS,VALLADOLID,419,41.351575,-5.185259
47161,SIMANCAS,VALLADOLID,5538,41.590468,-4.827798
47164,TORDEHUMOS,VALLADOLID,375,41.813274,-5.160723
47169,TORRE DE ESGUEVA,VALLADOLID,62,41.767453,-4.200039
47167,TORRECILLA DE LA ORDEN,VALLADOLID,227,41.219535,-5.222893
47175,TUDELA DE DUERO,VALLADOLID,8786,41.584008,-4.58001
47177,URONES DE CASTROPONCE,VALLADOLID,100,42.098766,-5.282976
47179,VALBUENA DE DUERO,VALLADOLID,399,41.642469,-4.292685
47182,VALDESTILLAS,VALLADOLID,1612,41.475807,-4.771542
47184,VALORIA LA BUENA,VALLADOLID,745,41.800538,-4.530895
47185,VALVERDE DE CAMPOS,VALLADOLID,91,41.834445,-5.038214
47187,VEGA DE RUIPONCE,VALLADOLID,81,42.189383,-5.112883
47190,VELILLA,VALLADOLID,113,41.557855,-5.005444
47204,VILLAFRANCA DE DUERO,VALLADOLID,241,41.433041,-5.299808
47205,VILLAFRECHÓS,VALLADOLID,468,41.893601,-5.218732
47207,VILLAGARCÍA DE CAMPOS,VALLADOLID,288,41.780862,-5.192977
47208,VILLAGÓMEZ LA NUEVA,VALLADOLID,51,42.155308,-5.143798
47211,VILLALBA DE LA LOMA,VALLADOLID,58,42.174231,-5.19036
47215,VILLAMURIEL DE CAMPOS,VALLADOLID,51,41.947288,-5.207902
47219,VILLANUEVA DE LA CONDESA,VALLADOLID,59,42.149559,-5.094746
47220,VILLANUEVA DE LOS CABALLEROS,VALLADOLID,157,41.757954,-5.246853
47222,VILLANUEVA DE SAN MANCIO,VALLADOLID,102,41.929006,-5.01294
47228,VILLAVERDE DE MEDINA,VALLADOLID,529,41.305828,-5.02429
47229,VILLAVICENCIO DE LOS CABALLEROS,VALLADOLID,221,42.055911,-5.237536
47230,WAMBA,VALLADOLID,295,41.676224,-4.917681
47231,ZARATÁN,VALLADOLID,6383,41.661516,-4.782892
49003,ALCAÑICES,ZAMORA,1061,41.698389,-6.349441
49006,ALGODRE,ZAMORA,135,41.565075,-5.603893
49014,ARQUILLINOS,ZAMORA,113,41.710013,-5.657693
49021,BENAVENTE,ZAMORA,17246,42.001729,-5.680069
49023,BERMILLO DE SAYAGO,ZAMORA,1026,41.365772,-6.112893
49025,BRETÓ,ZAMORA,166,41.879666,-5.738828
49032,CALZADILLA DE TERA,ZAMORA,287,41.978755,-6.082691
49035,CAÑIZO,ZAMORA,201,41.768899,-5.501928
49036,CARBAJALES DE ALBA,ZAMORA,466,41.653445,-5.9982
49037,CARBELLINO,ZAMORA,182,41.231962,-6.146234
49040,CASTRILLO DE LA GUAREÑA,ZAMORA,118,41.230412,-5.325581
49041,CASTROGONZALO,ZAMORA,430,41.989997,-5.602921
49044,CAZURRA,ZAMORA,74,41.415698,-5.703679
49050,COBREROS,ZAMORA,545,42.07568,-6.701618
49052,COOMONTE,ZAMORA,179,42.115615,-5.813078
49053,CORESES,ZAMORA,1037,41.548549,-5.621692
49056,CUBILLOS,ZAMORA,295,41.574076,-5.739663
49061,ENTRALA,ZAMORA,127,41.429612,-5.756791
49063,FARAMONTANOS DE TÁBARA,ZAMORA,340,41.834747,-5.888643
49066,FERRERAS DE ABAJO,ZAMORA,451,41.896725,-6.079679
49075,FRESNO DE LA POLVOROSA,ZAMORA,114,42.08291,-5.76932
49076,FRESNO DE LA RIBERA,ZAMORA,342,41.529276,-5.565781
49080,FUENTELAPEÑA,ZAMORA,599,41.253567,-5.382496
49082,FUENTES DE ROPEL,ZAMORA,361,42.003416,-5.54672
49084,FUENTESPREADAS,ZAMORA,290,41.326135,-5.627685
49087,GALLEGOS DEL RÍO,ZAMORA,467,41.735192,-6.174306
49088,GAMONES,ZAMORA,92,41.467828,-6.179007
49092,GRANUCILLO,ZAMORA,104,42.050505,-5.928251
49096,JAMBRINA,ZAMORA,149,41.393734,-5.664614
49095,LA HINIESTA,ZAMORA,307,41.552479,-5.798698
49220,LA TORRE DEL VALLE,ZAMORA,125,42.090292,-5.724301
49098,LOSACINO,ZAMORA,187,41.680865,-6.079613
49099,LOSACIO,ZAMORA,89,41.711005,-6.039793
49103,MADRIDANOS,ZAMORA,453,41.478865,-5.604748
49108,MANGANESES DE LA LAMPREANA,ZAMORA,439,41.752006,-5.71054
49110,MANZANAL DE ARRIBA,ZAMORA,350,41.992066,-6.440134
49113,MATILLA DE ARZÓN,ZAMORA,157,42.106173,-5.64214
49115,MAYALDE,ZAMORA,152,41.250974,-5.797714
49119,MOLACILLOS,ZAMORA,233,41.582699,-5.66014
49122,MONFARRACINOS,ZAMORA,995,41.553871,-5.706796
49125,MORALEJA DEL VINO,ZAMORA,1806,41.462369,-5.656529
49129,MORALES DE TORO,ZAMORA,919,41.53653,-5.30865
49131,MORALINA,ZAMORA,219,41.490188,-6.13612
49133,MORERUELA DE TÁBARA,ZAMORA,288,41.799298,-5.869357
49134,MUELAS DE LOS CABALLEROS,ZAMORA,188,42.12859,-6.333507
49137,NAVIANOS DE VALVERDE,ZAMORA,163,41.953381,-5.818595
49138,OLMILLOS DE CASTRO,ZAMORA,193,41.731485,-5.968528
49141,PAJARES DE LA LAMPREANA,ZAMORA,280,41.716097,-5.696108
49150,PEQUE,ZAMORA,122,42.072832,-6.275639
49154,PÍAS,ZAMORA,94,42.085751,-6.99868
49156,PINILLA DE TORO,ZAMORA,184,41.627694,-5.365317
49167,PUEBLICA DE VALVERDE,ZAMORA,177,41.917939,-5.900112
49170,QUINTANILLA DE URZ,ZAMORA,97,42.033657,-5.849926
49169,QUINTANILLA DEL OLMO,ZAMORA,45,41.905126,-5.406575
49172,RABANALES,ZAMORA,488,41.742732,-6.277389
49174,REQUEJO,ZAMORA,111,42.031464,-6.742481
49177,RIONEGRO DEL PUENTE,ZAMORA,234,42.005835,-6.226713
49181,ROSINOS DE LA REQUEJADA,ZAMORA,305,42.089354,-6.536089
49187,SAN CRISTÓBAL DE ENTREVIÑAS,ZAMORA,1318,42.046925,-5.633942
49189,SAN JUSTO,ZAMORA,215,42.133534,-6.623912
49193,SAN PEDRO DE CEQUE,ZAMORA,421,42.043789,-6.072703
49197,SANTA CLARA DE AVEDILLO,ZAMORA,159,41.338576,-5.677898
49201,SANTA CROYA DE TERA,ZAMORA,260,41.983568,-5.974788
49202,SANTA EUFEMIA DEL BARCO,ZAMORA,169,41.678493,-5.899538
49203,SANTA MARÍA DE LA VEGA,ZAMORA,290,42.085074,-5.809914
49204,SANTA MARÍA DE VALVERDE,ZAMORA,51,41.93514,-5.935507
49205,SANTIBÁÑEZ DE TERA,ZAMORA,358,41.98576,-5.924556
49207,SANTOVENIA,ZAMORA,227,41.879481,-5.708693
49210,SANZOLES,ZAMORA,466,41.4326,-5.567473
49214,TÁBARA,ZAMORA,748,41.824648,-5.959828
49219,TORO,ZAMORA,8369,41.51991,-5.394642
49222,TORRES DEL CARRIZAL,ZAMORA,407,41.616409,-5.670646
49227,VALCABADO,ZAMORA,415,41.548464,-5.748651
49231,VEGA DE TERA,ZAMORA,287,41.998292,-6.12514
49237,VIDEMALA,ZAMORA,140,41.612033,-6.040129
49238,VILLABRÁZARO,ZAMORA,263,42.053728,-5.728174
49242,VILLAFÁFILA,ZAMORA,440,41.848791,-5.61465
49243,VILLAFERRUEÑA,ZAMORA,106,42.098723,-5.858886
49244,VILLAGERIZ,ZAMORA,64,42.118356,-5.954721
49245,VILLALAZÁN,ZAMORA,248,41.494172,-5.588951
49247,VILLALCAMPO,ZAMORA,379,41.523046,-6.046584
49257,VILLANUEVA DE AZOAGUE,ZAMORA,381,41.976861,-5.665146
49258,VILLANUEVA DE CAMPEÁN,ZAMORA,117,41.354861,-5.769888
49263,VILLAR DE FALLAVES,ZAMORA,49,41.924957,-5.34039
49264,VILLAR DEL BUEY,ZAMORA,514,41.332824,-6.194783
49261,VILLARALBO,ZAMORA,1805,41.491481,-5.682754
49266,VILLÁRDIGA,ZAMORA,62,41.818767,-5.465643
49271,VILLAVEZA DEL AGUA,ZAMORA,163,41.918902,-5.67901
49275,ZAMORA,ZAMORA,59506,41.49914,-5.754948
5012,AMAVIDA,ÁVILA,133,40.571482,-5.061232
5014,ARENAS DE SAN PEDRO,ÁVILA,6438,40.208689,-5.091146
5017,AVEINTE,ÁVILA,73,40.783146,-4.837601
5018,AVELLANEDA,ÁVILA,23,40.388659,-5.388061
5019,ÁVILA,ÁVILA,58111,40.65587,-4.697713
5024,BECEDAS,ÁVILA,151,40.405156,-5.634561
5025,BECEDILLAS,ÁVILA,69,40.538627,-5.330911
5026,BERCIAL DE ZAPARDIEL,ÁVILA,173,41.046215,-4.970729
5033,BLASCOMILLÁN,ÁVILA,170,40.801653,-5.088727
5038,BONILLA DE LA SIERRA,ÁVILA,163,40.530831,-5.264991
5039,BRABOS,ÁVILA,35,40.780343,-4.939506
5040,BULARROS,ÁVILA,55,40.72401,-4.865041
5041,BURGOHONDO,ÁVILA,1249,40.416143,-4.785928
5043,CABEZAS DEL POZO,ÁVILA,82,41.001232,-4.954812
5044,CABEZAS DEL VILLAR,ÁVILA,224,40.716278,-5.211887
5047,CANDELEDA,ÁVILA,5031,40.152483,-5.239149
5049,CARDEÑOSA,ÁVILA,419,40.742284,-4.743634
5052,CASAS DEL PUERTO,ÁVILA,83,40.528569,-5.198357
5053,CASASOLA,ÁVILA,63,40.666857,-4.828254
5055,CASILLAS,ÁVILA,669,40.323204,-4.572334
5058,CEPEDA LA MORA,ÁVILA,66,40.459157,-5.049197
5067,CHAMARTÍN,ÁVILA,62,40.701615,-4.958112
5065,CRESPOS,ÁVILA,482,40.873201,-4.969946
5066,CUEVAS DEL VALLE,ÁVILA,517,40.294204,-5.009394
5903,DIEGO DEL CARPIO,ÁVILA,106,40.664815,-5.326063
5069,DONJIMENO,ÁVILA,72,40.960049,-4.844981
5021,EL BARCO DE ÁVILA,ÁVILA,2297,40.355763,-5.527042
5076,EL FRESNO,ÁVILA,591,40.614189,-4.757287
5100,EL HORNILLO,ÁVILA,280,40.249954,-5.103655
5102,EL HOYO DE PINARES,ÁVILA,2183,40.502126,-4.422706
5180,EL PARRAL,ÁVILA,62,40.797827,-4.990285
5074,FONTIVEROS,ÁVILA,725,40.930272,-4.967436
5075,FRESNEDILLA,ÁVILA,97,40.231956,-4.621118
5086,GIMIALCÓN,ÁVILA,66,40.877314,-5.122944
5099,HORCAJO DE LAS TORRES,ÁVILA,441,41.064882,-5.09062
5101,HOYOCASERO,ÁVILA,311,40.399508,-4.975607
5103,HOYORREDONDO,ÁVILA,59,40.462352,-5.409823
5107,HURTUMPASCUAL,ÁVILA,42,40.692758,-5.110978
5108,JUNCIANA,ÁVILA,40,40.411024,-5.557415
5010,LA ALDEHUELA,ÁVILA,143,40.409487,-5.40843
5061,LA COLILLA,ÁVILA,375,40.646739,-4.766502
