cod_ine,municipio,provincia,poblacion,latitud,longitud
5232,LA SERRADA,ÁVILA,135,40.631473,-4.79268
5247,LA TORRE,ÁVILA,38,40.588577,-4.964783
5109,LANGA,ÁVILA,450,41.007554,-4.859111
5116,MALPARTIDA DE CORNEJA,ÁVILA,91,40.520691,-5.350993
5124,MEDINILLA,ÁVILA,77,40.439747,-5.618264
5136,MUÑICO,ÁVILA,80,40.706625,-5.027907
5141,MUÑOPEPE,ÁVILA,104,40.633594,-4.820583
5147,NARROS DEL CASTILLO,ÁVILA,152,40.858961,-5.059632
5148,NARROS DEL PUERTO,ÁVILA,28,40.540633,-4.989677
5152,NAVA DE ARÉVALO,ÁVILA,663,40.978531,-4.776308
5154,NAVADIJOS,ÁVILA,29,40.42559,-5.083563
5155,NAVAESCURIAL,ÁVILA,53,40.471606,-5.276775
5158,NAVALMORAL,ÁVILA,412,40.459867,-4.763238
5167,NAVARREVISCA,ÁVILA,299,40.364228,-4.895118
5182,PEDRO BERNARDO,ÁVILA,758,40.243188,-4.914357
5184,PEGUERINOS,ÁVILA,294,40.626523,-4.233316
5188,POVEDA,ÁVILA,33,40.566287,-5.079677
5190,POZANCO,ÁVILA,60,40.800005,-4.669456
5191,PRADOSEGAR,ÁVILA,117,40.548779,-5.071943
5192,PUERTO CASTILLA,ÁVILA,98,40.289822,-5.629439
5194,RIOCABADO,ÁVILA,125,40.833376,-4.806052
5200,SAN BARTOLOMÉ DE CORNEJA,ÁVILA,35,40.492875,-5.385253
5206,SAN ESTEBAN DE LOS PATOS,ÁVILA,20,40.746082,-4.624733
5208,SAN ESTEBAN DE ZAPARDIEL,ÁVILA,40,41.092158,-4.901236
5207,SAN ESTEBAN DEL VALLE,ÁVILA,734,40.27572,-4.97955
5901,SAN JUAN DE GREDOS,ÁVILA,228,40.360573,-5.251496
5212,SAN JUAN DEL MOLINILLO,ÁVILA,234,40.458927,-4.819256
5214,SAN LORENZO DE TORMES,ÁVILA,30,40.370756,-5.487407
5215,SAN MARTÍN DE LA VEGA DEL ALBERCHE,ÁVILA,153,40.429712,-5.156375
5216,SAN MARTÍN DEL PIMPOLLAR,ÁVILA,219,40.368438,-5.056128
5217,SAN MIGUEL DE CORNEJA,ÁVILA,70,40.487724,-5.286652
5204,SANCHIDRIÁN,ÁVILA,708,40.891981,-4.581562
5226,SANTA MARÍA DE LOS CABALLEROS,ÁVILA,72,40.388177,-5.451576
5224,SANTA MARÍA DEL ARROYO,ÁVILA,102,40.604132,-4.924298
5227,SANTA MARÍA DEL TIÉTAR,ÁVILA,553,40.304015,-4.554992
5904,SANTIAGO DEL TORMES,ÁVILA,107,40.330423,-5.398553
5239,SOTALBO,ÁVILA,245,40.541955,-4.850005
5242,TIÑOSILLOS,ÁVILA,756,40.934525,-4.728461
5246,TÓRTOLES,ÁVILA,212,40.561768,-5.259242
5249,UMBRÍAS,ÁVILA,100,40.315809,-5.580647
5254,VELAYOS,ÁVILA,217,40.84103,-4.622553
5256,VILLAFLOR,ÁVILA,99,40.758946,-4.873765
5905,VILLANUEVA DE ÁVILA,ÁVILA,227,40.378773,-4.822505
5258,VILLANUEVA DE GÓMEZ,ÁVILA,115,40.883687,-4.716242
5261,VILLAR DE CORNEJA,ÁVILA,36,40.47509,-5.432537
5262,VILLAREJO DEL VALLE,ÁVILA,314,40.285923,-4.996998
5266,ZAPARDIEL DE LA CAÑADA,ÁVILA,84,40.605951,-5.339833
5267,ZAPARDIEL DE LA RIBERA,ÁVILA,92,40.354693,-5.327859
9010,ALCOCERO DE MOLA,BURGOS,41,42.473768,-3.358359
9907,ALFOZ DE QUINTANADUEÑAS,BURGOS,2133,42.384825,-3.736053
9013,ALTABLE,BURGOS,47,42.603083,-3.078105
9022,ARAUZO DE TORRE,BURGOS,61,41.797967,-3.423186
9023,ARCOS,BURGOS,1835,42.264695,-3.756698
9024,ARENILLAS DE RIOPISUERGA,BURGOS,166,42.35737,-4.233808
9032,AVELLANOSA DE MUÑÓ,BURGOS,96,41.983563,-3.826852
9036,BAÑUELOS DE BUREBA,BURGOS,31,42.500548,-3.281861
9039,BARBADILLO DEL PEZ,BURGOS,66,42.118805,-3.227823
9050,BERBERANA,BURGOS,48,42.918251,-3.05949
9058,BUNIEL,BURGOS,612,42.31063,-3.821557
9060,BUSTO DE BUREBA,BURGOS,143,42.659547,-3.266469
9062,CABEZÓN DE LA SIERRA,BURGOS,36,41.934914,-3.241174
9064,CALERUEGA,BURGOS,400,41.825032,-3.487403
9075,CARDEÑUELA RIOPICO,BURGOS,111,42.359683,-3.560227
9078,CASCAJARES DE LA SIERRA,BURGOS,27,42.062047,-3.399249
9079,CASTELLANOS DE CASTRO,BURGOS,46,42.328938,-4.035413
9093,CAYUELA,BURGOS,189,42.272369,-3.819544
9098,CEREZO DE RÍO TIRÓN,BURGOS,490,42.492707,-3.136381
9101,CIADONCHA,BURGOS,70,42.158508,-3.934581
9108,COGOLLOS,BURGOS,677,42.201566,-3.699014
9110,CONTRERAS,BURGOS,87,42.018329,-3.409242
9120,ENCÍO,BURGOS,41,42.670466,-3.087389
9122,ESPINOSA DE CERVERA,BURGOS,85,41.896508,-3.468801
9128,FRANDOVÍNEZ,BURGOS,96,42.309611,-3.837924
9134,FRÍAS,BURGOS,270,42.760785,-3.293395
9139,FUENTEMOLINOS,BURGOS,91,41.604822,-3.849465
9148,GRIJALBA,BURGOS,112,42.429698,-4.11852
9151,GUMIEL DE IZÁN,BURGOS,584,41.773345,-3.688214
9152,GUMIEL DE MERCADO,BURGOS,380,41.755824,-3.802723
9159,HONTANAS,BURGOS,71,42.31242,-4.044546
9162,HONTORIA DE LA CANTERA,BURGOS,174,42.189058,-3.643288
9169,HORTIGÜELA,BURGOS,107,42.068702,-3.427092
9180,IGLESIAS,BURGOS,141,42.298048,-3.989414
9182,ITERO DEL CASTILLO,BURGOS,71,42.289284,-4.242485
9183,JARAMILLO DE LA FUENTE,BURGOS,47,42.115902,-3.313397
9189,JUNTA DE TRASLALOMA,BURGOS,122,43.041237,-3.389253
9144,LA GALLEGA,BURGOS,39,41.898962,-3.263872
9365,LA SEQUERA DE HAZA,BURGOS,27,41.56293,-3.817123
9422,LA VID DE BUREBA,BURGOS,24,42.631452,-3.311597
9195,LLANO DE BUREBA,BURGOS,49,42.624939,-3.45744
9014,LOS ALTOS,BURGOS,186,42.807592,-3.63302
9043,LOS BARRIOS DE BUREBA,BURGOS,178,42.64604,-3.391597
9196,MADRIGAL DEL MONTE,BURGOS,143,42.144064,-3.675993
9199,MAMBRILLA DE CASTREJÓN,BURGOS,107,41.665996,-3.985356
9202,MANCILES,BURGOS,21,42.455801,-3.94507
9206,MAZUELA,BURGOS,56,42.207224,-3.918643
9208,MECERREYES,BURGOS,188,42.095533,-3.573897
9211,MELGAR DE FERNAMENTAL,BURGOS,1513,42.405445,-4.24356
9217,MERINDAD DE VALDIVIELSO,BURGOS,401,42.831018,-3.542716
9218,MILAGROS,BURGOS,415,41.575322,-3.697792
9219,MIRANDA DE EBRO,BURGOS,36018,42.680521,-2.952396
9223,MONASTERIO DE LA SIERRA,BURGOS,40,42.050868,-3.193746
9230,NAVAS DE BUREBA,BURGOS,24,42.682345,-3.327205
9236,OLMILLOS DE MUÑÓ,BURGOS,40,42.202323,-3.940072
9242,PADILLA DE ABAJO,BURGOS,67,42.408311,-4.176777
9247,PALACIOS DE RIOPISUERGA,BURGOS,18,42.343614,-4.256606
9256,PEDROSA DE DUERO,BURGOS,460,41.712635,-3.988208
9259,PEDROSA DE RÍO ÚRBEL,BURGOS,243,42.410283,-3.821361
9270,PINILLA TRASMONTE,BURGOS,161,41.873729,-3.619537
9272,POZA DE LA SAL,BURGOS,283,42.665829,-3.501498
9274,PRADOLUENGO,BURGOS,1070,42.32375,-3.20034
9275,PRESENCIO,BURGOS,207,42.186635,-3.902904
9279,QUEMADA,BURGOS,238,41.700657,-3.576387
9283,QUINTANAÉLEZ,BURGOS,47,42.669814,-3.299072
9292,QUINTANAVIDES,BURGOS,64,42.478929,-3.424257
9304,RABÉ DE LAS CALZADAS,BURGOS,250,42.340219,-3.834689
9309,REGUMIEL DE LA SIERRA,BURGOS,301,41.95799,-2.985016
9311,RETUERTA,BURGOS,59,42.030106,-3.505357
9318,RIOCAVADO DE LA SIERRA,BURGOS,55,42.153986,-3.197992
9337,SAN JUAN DEL MONTE,BURGOS,152,41.6844,-3.521306
9338,SAN MAMÉS DE BURGOS,BURGOS,310,42.337529,-3.795067
9343,SANTA CECILIA,BURGOS,105,42.052273,-3.804323
9345,SANTA CRUZ DE LA SALCEDA,BURGOS,134,41.594866,-3.594931
9346,SANTA CRUZ DEL VALLE URBIÓN,BURGOS,103,42.304796,-3.222726
9350,SANTA MARÍA DEL CAMPO,BURGOS,523,42.131551,-3.975927
9351,SANTA MARÍA DEL INVIERNO,BURGOS,67,42.44332,-3.438439
9353,SANTA MARÍA RIBARREDONDA,BURGOS,95,42.642595,-3.180009
9362,SARRACÍN,BURGOS,261,42.258302,-3.698087
9366,SOLARANA,BURGOS,77,41.971151,-3.65805
9373,SOTRESGUDO,BURGOS,420,42.579046,-4.178153
9377,TARDAJOS,BURGOS,864,42.349245,-3.819473
9378,TEJADA,BURGOS,35,41.952507,-3.536417
9380,TERRADILLOS DE ESGUEVA,BURGOS,64,41.818893,-3.843905
9381,TINIEBLAS DE LA SIERRA,BURGOS,23,42.173398,-3.362716
9384,TORDÓMAR,BURGOS,298,42.044611,-3.867057
9389,TORREPADRE,BURGOS,65,42.043611,-3.937123
9391,TÓRTOLES DE ESGUEVA,BURGOS,387,41.816597,-4.021598
9392,TOSANTOS,BURGOS,53,42.414224,-3.243166
9400,VADOCONDES,BURGOS,364,41.639645,-3.572469
9406,VALDORROS,BURGOS,375,42.172685,-3.708987
9411,VALLE DE OCA,BURGOS,163,42.436507,-3.319849
9902,VALLE DE SANTIBÁÑEZ,BURGOS,479,42.48024,-3.782697
9417,VALLEJERA,BURGOS,39,42.182597,-4.152903
9418,VALLES DE PALENZUELA,BURGOS,75,42.120275,-4.078582
9429,VILLAESCUSA LA SOMBRÍA,BURGOS,60,42.414572,-3.4194
9430,VILLAESPASA,BURGOS,22,42.09805,-3.405823
9431,VILLAFRANCA MONTES DE OCA,BURGOS,122,42.388353,-3.309278
9439,VILLALBILLA DE BURGOS,BURGOS,1514,42.348089,-3.779903
9440,VILLALBILLA DE GUMIEL,BURGOS,74,41.807064,-3.627045
9443,VILLAMAYOR DE LOS MONTES,BURGOS,160,42.105904,-3.765088
9449,VILLANUEVA DE ARGAÑO,BURGOS,122,42.3807,-3.933011
9456,VILLAQUIRÁN DE LOS INFANTES,BURGOS,138,42.228537,-4.008322
9458,VILLARIEZO,BURGOS,719,42.270694,-3.734336
9463,VILLASUR DE HERREROS,BURGOS,273,42.30861,-3.39534
9466,VILLAVERDE DEL MONTE,BURGOS,108,42.160739,-3.812958
9467,VILLAVERDE-MOGINA,BURGOS,75,42.161528,-4.04902
9424,VILORIA DE RIOJA,BURGOS,37,42.425648,-3.100984
9478,VIZCAÍNOS,BURGOS,40,42.100484,-3.26676
24001,ACEBEDO,LEÓN,184,43.039405,-5.116544
24002,ALGADEFE,LEÓN,301,42.218458,-5.583459
24003,ALIJA DEL INFANTADO,LEÓN,573,42.139946,-5.830733
24004,ALMANZA,LEÓN,609,42.658876,-5.035873
24008,ASTORGA,LEÓN,10308,42.457631,-6.057144
24011,BARJAS,LEÓN,145,42.611343,-6.979489
24020,BOCA DE HUÉRGANO,LEÓN,426,42.972363,-4.925394
24022,BORRENES,LEÓN,303,42.491515,-6.726365
24026,BUSTILLO DEL PÁRAMO,LEÓN,1057,42.441469,-5.792969
24029,CABRILLANES,LEÓN,707,42.953056,-6.149395
24030,CACABELOS,LEÓN,4735,42.599569,-6.725968
24031,CALZADA DEL COTO,LEÓN,223,42.38907,-5.081194
24032,CAMPAZAS,LEÓN,107,42.141933,-5.492976
24038,CARRACEDELO,LEÓN,3423,42.551931,-6.735003
24040,CARROCERA,LEÓN,440,42.79674,-5.743484
24041,CARUCEDO,LEÓN,483,42.49019,-6.764367
24042,CASTILFALÉ,LEÓN,62,42.219999,-5.422142
24046,CASTROCALBÓN,LEÓN,913,42.198951,-5.986089
24050,CASTROTIERRA DE VALMADRIGAL,LEÓN,105,42.347387,-5.247355
24056,CISTIERNA,LEÓN,2905,42.803152,-5.124368
24057,CONGOSTO,LEÓN,1425,42.617887,-6.519733
24058,CORBILLOS DE LOS OTEROS,LEÓN,176,42.406527,-5.45908
24060,CRÉMENES,LEÓN,512,42.904089,-5.144123
24066,DESTRIANA,LEÓN,424,42.325936,-6.094235
24067,ENCINEDO,LEÓN,616,42.27152,-6.594486
24069,ESCOBAR DE CAMPOS,LEÓN,31,42.312917,-4.967052
24074,FUENTES DE CARBAJAL,LEÓN,76,42.178068,-5.445966
24076,GARRAFE DE TORÍO,LEÓN,1640,42.732901,-5.524095
24081,GUSENDOS DE LOS OTEROS,LEÓN,126,42.3777,-5.43002
24083,IGÜEÑA,LEÓN,1049,42.727854,-6.278644
24068,LA ERCINA,LEÓN,425,42.812913,-5.217414
24087,LAGUNA DALGA,LEÓN,626,42.330833,-5.750444
24088,LAGUNA DE NEGRILLOS,LEÓN,1046,42.238568,-5.660993
24100,MOLINASECA,LEÓN,872,42.537016,-6.51953
24101,MURIAS DE PAREDES,LEÓN,340,42.850201,-6.191238
24102,NOCEDA DEL BIERZO,LEÓN,605,42.713043,-6.39677
24107,PAJARES DE LOS OTEROS,LEÓN,235,42.329063,-5.472444
24108,PALACIOS DE LA VALDUERNA,LEÓN,353,42.327787,-5.938418
24115,PONFERRADA,LEÓN,62994,42.547681,-6.5973
24116,POSADA DE VALDEÓN,LEÓN,405,43.151061,-4.917466
24117,POZUELO DEL PÁRAMO,LEÓN,392,42.171202,-5.767724
24118,PRADO DE LA GUZPEÑA,LEÓN,104,42.783605,-5.025284
24119,PRIARANZA DEL BIERZO,LEÓN,699,42.509054,-6.671803
24121,PUEBLA DE LILLO,LEÓN,654,43.006944,-5.273706
24137,SABERO,LEÓN,1021,42.834307,-5.143788
24142,SAN ANDRÉS DEL RABANEDO,LEÓN,29884,42.611173,-5.615482
24146,SAN ESTEBAN DE NOGALES,LEÓN,243,42.159391,-5.931334
24150,SAN PEDRO BERCIANOS,LEÓN,226,42.39232,-5.709636
24143,SANCEDO,LEÓN,528,42.666156,-6.634707
24153,SANTA CRISTINA DE VALMADRIGAL,LEÓN,273,42.353536,-5.309496
24160,SANTAS MARTAS,LEÓN,752,42.432409,-5.371958
24161,SANTIAGO MILLAS,LEÓN,359,42.381792,-6.105991
24162,SANTOVENIA DE LA VALDONCINA,LEÓN,2064,42.543049,-5.621404
24165,SOBRADO,LEÓN,282,42.519971,-6.852664
24166,SOTO DE LA VEGA,LEÓN,1493,42.332649,-5.881722
24167,SOTO Y AMÍO,LEÓN,717,42.775636,-5.88647
24168,TORAL DE LOS GUZMANES,LEÓN,499,42.244307,-5.567303
24206,TORAL DE LOS VADOS,LEÓN,1753,42.580225,-6.759088
24169,TORENO,LEÓN,2855,42.697568,-6.510576
24170,TORRE DEL BIERZO,LEÓN,1968,42.595035,-6.320879
24173,TURCIA,LEÓN,986,42.533452,-5.874992
24176,VALDEFUENTES DEL PÁRAMO,LEÓN,306,42.322012,-5.831605
24177,VALDELUGUEROS,LEÓN,486,42.973928,-5.412899
24178,VALDEMORA,LEÓN,57,42.196026,-5.427281
24180,VALDEPOLO,LEÓN,1215,42.576998,-5.225729
24181,VALDERAS,LEÓN,1489,42.077659,-5.445728
24182,VALDERREY,LEÓN,416,42.392107,-6.020625
24183,VALDERRUEDA,LEÓN,821,42.815753,-4.947438
24184,VALDESAMARIO,LEÓN,175,42.721508,-5.951445
24190,VALVERDE-ENRIQUE,LEÓN,152,42.303853,-5.299186
24196,VEGA DE ESPINAREDA,LEÓN,2007,42.728101,-6.656292
24198,VEGA DE VALCARCE,LEÓN,552,42.665251,-6.947233
24199,VEGAQUEMADA,LEÓN,437,42.818818,-5.332608
24207,VILLADEMOR DE LA VEGA,LEÓN,291,42.270386,-5.568969
24209,VILLAFRANCA DEL BIERZO,LEÓN,2659,42.605994,-6.810821
24214,VILLAMEJIL,LEÓN,653,42.56268,-6.024302
24216,VILLAMONTÁN DE LA VALDUERNA,LEÓN,683,42.310162,-5.996561
24217,VILLAMORATIEL DE LAS MATAS,LEÓN,120,42.39626,-5.303165
24218,VILLANUEVA DE LAS MANZANAS,LEÓN,502,42.471355,-5.480471
24224,VILLARES DE ÓRBIGO,LEÓN,563,42.470816,-5.909099
34001,ABARCA DE CAMPOS,PALENCIA,38,42.06342,-4.840506
34003,ABIA DE LAS TORRES,PALENCIA,170,42.418941,-4.422864
34005,ALAR DEL REY,PALENCIA,912,42.660011,-4.31131
34010,AMPUDIA,PALENCIA,579,41.916286,-4.781006
34012,ANTIGÜEDAD,PALENCIA,336,41.945944,-4.1183
34015,ARCONADA,PALENCIA,44,42.331152,-4.497386
34017,ASTUDILLO,PALENCIA,1039,42.192786,-4.29215
34020,AYUELA,PALENCIA,53,42.629231,-4.658231
34024,BAQUERÍN DE CAMPOS,PALENCIA,22,42.015331,-4.783756
34027,BARRUELO DE SANTULLÁN,PALENCIA,1160,42.908212,-4.288368
34028,BÁSCONES DE OJEDA,PALENCIA,134,42.670135,-4.527131
34029,BECERRIL DE CAMPOS,PALENCIA,757,42.108498,-4.639619
34034,BOADILLA DEL CAMINO,PALENCIA,101,42.258538,-4.347031
34036,BRAÑOSERA,PALENCIA,253,42.935186,-4.307852
34037,BUENAVISTA DE VALDAVIA,PALENCIA,296,42.640466,-4.614313
34039,BUSTILLO DEL PÁRAMO DE CARRIÓN,PALENCIA,55,42.355597,-4.739088
34046,CARDEÑOSA DE VOLPEJERA,PALENCIA,60,42.23193,-4.703672
34049,CASTREJÓN DE LA PEÑA,PALENCIA,320,42.807952,-4.599288
34050,CASTRILLO DE DON JUAN,PALENCIA,181,41.791007,-4.070392
34053,CASTROMOCHO,PALENCIA,197,42.029103,-4.822096
34055,CERVATOS DE LA CUEZA,PALENCIA,241,42.291686,-4.768952
34056,CERVERA DE PISUERGA,PALENCIA,2284,42.865796,-4.499209
34058,CEVICO NAVERO,PALENCIA,178,41.861218,-4.183933
34060,COBOS DE CERRATO,PALENCIA,128,42.027003,-4.002266
34061,COLLAZOS DE BOEDO,PALENCIA,99,42.619909,-4.483458
34067,DEHESA DE MONTEJO,PALENCIA,135,42.819042,-4.509346
34068,DEHESA DE ROMANOS,PALENCIA,46,42.641545,-4.4364
34072,FRECHILLA,PALENCIA,136,42.137055,-4.83873
34073,FRESNO DEL RÍO,PALENCIA,171,42.680807,-4.817772
34083,HERRERA DE PISUERGA,PALENCIA,1898,42.594781,-4.330248
34087,HORNILLOS DE CERRATO,PALENCIA,170,41.988231,-4.272213
34904,LA PERNÍA,PALENCIA,313,42.966674,-4.495585
34140,LA PUEBLA DE VALDAVIA,PALENCIA,81,42.675568,-4.609266
34094,LEDIGOS,PALENCIA,62,42.35389,-4.864286
34903,LOMA DE UCIEZA,PALENCIA,193,42.441248,-4.579194
34100,MANTINOS,PALENCIA,145,42.751221,-4.841908
34101,MARCILLA DE CAMPOS,PALENCIA,58,42.31703,-4.396017
34102,MAZARIEGOS,PALENCIA,202,42.028611,-4.716154
34104,MELGAR DE YUSO,PALENCIA,271,42.25412,-4.252936
34107,MICIECES DE OJEDA,PALENCIA,71,42.688654,-4.460581
34109,MORATINOS,PALENCIA,59,42.360422,-4.927247
34114,OLMOS DE OJEDA,PALENCIA,170,42.722251,-4.424984
34120,PALENCIA,PALENCIA,76738,42.007837,-4.534601
34121,PALENZUELA,PALENCIA,215,42.095212,-4.129056
34127,PERALES,PALENCIA,118,42.193556,-4.580946
34132,POBLACIÓN DE CAMPOS,PALENCIA,122,42.270874,-4.447758
34134,POLENTINOS,PALENCIA,40,42.939829,-4.529058
34135,POMAR DE VALDIVIA,PALENCIA,490,42.774579,-4.16749
34141,QUINTANA DEL PUENTE,PALENCIA,251,42.084769,-4.206578
34151,RESPENDA DE LA PEÑA,PALENCIA,141,42.764057,-4.686718
34152,REVENGA DE CAMPOS,PALENCIA,136,42.285638,-4.481317
34154,REVILLA DE COLLAZOS,PALENCIA,75,42.63022,-4.50352
34156,RIBEROS DE LA CUEZA,PALENCIA,54,42.277154,-4.727386
34158,SALINAS DE PISUERGA,PALENCIA,329,42.84891,-4.378178
34159,SAN CEBRIÁN DE CAMPOS,PALENCIA,407,42.201325,-4.530691
34163,SAN MAMÉS DE CAMPOS,PALENCIA,49,42.353502,-4.564381
34171,SANTIBÁÑEZ DE LA PEÑA,PALENCIA,934,42.810237,-4.730168
34174,SANTOYO,PALENCIA,192,42.214751,-4.343229
34177,SOTO DE CERRATO,PALENCIA,176,41.953236,-4.42955
34178,TABANERA DE CERRATO,PALENCIA,138,42.025737,-4.122571
34185,TRIOLLO,PALENCIA,74,42.92443,-4.681282
34186,VALBUENA DE PISUERGA,PALENCIA,52,42.14572,-4.23816
34902,VALLE DEL RETORTILLO,PALENCIA,168,42.190945,-4.771892
34199,VELILLA DEL RÍO CARRIÓN,PALENCIA,1129,42.827834,-4.843214
34202,VILLABASTA DE VALDAVIA,PALENCIA,33,42.560865,-4.602222
34214,VILLALBA DE GUARDO,PALENCIA,201,42.720354,-4.822565
34217,VILLALOBÓN,PALENCIA,1900,42.029868,-4.503893
34221,VILLAMEDIANA,PALENCIA,183,42.050401,-4.363358
34222,VILLAMERIEL,PALENCIA,105,42.527614,-4.47622
34224,VILLAMUERA DE LA CUEZA,PALENCIA,37,42.259731,-4.689011
34228,VILLANUÑO DE VALDAVIA,PALENCIA,93,42.508884,-4.517492
34229,VILLAPROVEDO,PALENCIA,46,42.518321,-4.396982
34231,VILLARRABÉ,PALENCIA,176,42.419949,-4.782605
34246,VILLOVIECO,PALENCIA,62,42.29648,-4.471599
37004,AHIGAL DE VILLARINO,SALAMANCA,31,41.157967,-6.379301
37014,ALDEADÁVILA DE LA RIBERA,SALAMANCA,1120,41.218461,-6.619562
37017,ALDEANUEVA DE FIGUEROA,SALAMANCA,253,41.146894,-5.523474
37019,ALDEARRODRIGO,SALAMANCA,150,41.110365,-5.806225
37021,ALDEASECA DE ALBA,SALAMANCA,64,40.818393,-5.4463
37022,ALDEASECA DE LA FRONTERA,SALAMANCA,248,40.941953,-5.207297
37024,ALDEAVIEJA DE TORMES,SALAMANCA,99,40.583403,-5.617269
37025,ALDEHUELA DE LA BÓVEDA,SALAMANCA,265,40.843677,-6.048234
37033,ARCEDIANO,SALAMANCA,96,41.092458,-5.560927
37044,BARRUECOPARDO,SALAMANCA,421,41.070795,-6.66619
37050,BERROCAL DE HUEBRA,SALAMANCA,75,40.718921,-6.000634
37057,BÓVEDA DEL RÍO ALMAR,SALAMANCA,196,40.857238,-5.211007
37058,BRINCONES,SALAMANCA,59,41.11138,-6.348496
37065,CABEZA DEL CABALLO,SALAMANCA,237,41.129631,-6.559176
37068,CABRILLAS,SALAMANCA,322,40.740594,-6.178355
37069,CALVARRASA DE ABAJO,SALAMANCA,1201,40.945767,-5.550925
37072,CALZADA DE DON DIEGO,SALAMANCA,131,40.905781,-5.902008
37073,CALZADA DE VALDUNCIEL,SALAMANCA,700,41.086248,-5.702168
37081,CANTALAPIEDRA,SALAMANCA,911,41.125488,-5.183586
37092,CASTELLANOS DE MORISCOS,SALAMANCA,3051,41.018509,-5.591607
37098,CEPEDA,SALAMANCA,303,40.465292,-6.040074
37099,CERECEDA DE LA SIERRA,SALAMANCA,62,40.566466,-6.091269
37106,CIPÉREZ,SALAMANCA,225,40.961934,-6.265667
37108,COCA DE ALBA,SALAMANCA,95,40.877416,-5.365263
37109,COLMENAR DE MONTEMAYOR,SALAMANCA,173,40.39933,-5.95693
37115,DIOS LE GUARDE,SALAMANCA,125,40.642029,-6.312029
37116,DOÑINOS DE LEDESMA,SALAMANCA,65,41.012429,-6.033405
37117,DOÑINOS DE SALAMANCA,SALAMANCA,2209,40.960106,-5.746404
37054,EL BODÓN,SALAMANCA,245,40.487727,-6.574138
37077,EL CAMPO DE PEÑARANDA,SALAMANCA,250,40.984921,-5.257393
37113,EL CUBO DE DON SANCHO,SALAMANCA,377,40.892508,-6.305649
37239,EL PEDROSO DE LA ARMUÑA,SALAMANCA,215,41.080328,-5.399403
37253,EL PINO DE TORMES,SALAMANCA,149,41.038885,-5.794097
37122,ENCINAS DE ARRIBA,SALAMANCA,226,40.771651,-5.557329
37125,ESCURIAL DE LA SIERRA,SALAMANCA,244,40.615693,-5.956718
37127,ESPEJA,SALAMANCA,211,40.56543,-6.716124
37128,ESPINO DE LA ORBADA,SALAMANCA,245,41.105982,-5.424272
37129,FLORIDA DE LIÉBANA,SALAMANCA,244,41.023011,-5.761803
37131,FRADES DE LA SIERRA,SALAMANCA,167,40.656584,-5.783688
37133,FRESNEDOSO,SALAMANCA,98,40.436275,-5.709442
37136,FUENTEGUINALDO,SALAMANCA,652,40.428683,-6.676247
37137,FUENTELIANTE,SALAMANCA,84,40.875102,-6.572727
37139,FUENTES DE BÉJAR,SALAMANCA,244,40.507554,-5.694303
37141,GAJATES,SALAMANCA,140,40.78246,-5.36613
37145,GALLEGOS DE ARGAÑÁN,SALAMANCA,264,40.629954,-6.702211
37147,GARCIBUEY,SALAMANCA,204,40.516081,-5.992884
37148,GARCIHERNÁNDEZ,SALAMANCA,411,40.861324,-5.434747
37154,GUADRAMIRO,SALAMANCA,124,41.016816,-6.493611
37156,GUIJUELO,SALAMANCA,5508,40.55564,-5.671621
37157,HERGUIJUELA DE CIUDAD RODRIGO,SALAMANCA,69,40.458195,-6.521435
37158,HERGUIJUELA DE LA SIERRA,SALAMANCA,226,40.445536,-6.073537
37161,HORCAJO DE MONTEMAYOR,SALAMANCA,101,40.42155,-5.894345
37167,JUZBADO,SALAMANCA,183,41.078285,-5.862836
37011,LA ALBERGUERÍA DE ARGAÑÁN,SALAMANCA,98,40.412241,-6.813318
37037,LA ATALAYA,SALAMANCA,100,40.502433,-6.413882
37063,LA CABEZA DE BÉJAR,SALAMANCA,60,40.497034,-5.662414
37135,LA FUENTE DE SAN ESTEBAN,SALAMANCA,1279,40.801782,-6.257462
37381,LA ZARZA DE PUMAREDA,SALAMANCA,133,41.162043,-6.62664
37168,LAGUNILLA,SALAMANCA,428,40.325143,-5.971469
37169,LARRODRIGO,SALAMANCA,186,40.736364,-5.449211
37346,LAS VEGUILLAS,SALAMANCA,275,40.715865,-5.831235
37172,LINARES DE RIOFRÍO,SALAMANCA,913,40.584127,-5.921219
37175,MACHACÓN,SALAMANCA,445,40.926241,-5.524237
37176,MADROÑAL,SALAMANCA,135,40.464237,-6.062963
37178,MALPARTIDA,SALAMANCA,80,40.762923,-5.231843
37183,MARTÍN DE YELTES,SALAMANCA,387,40.776849,-6.291169
37187,MATILLA DE LOS CAÑOS DEL RÍO,SALAMANCA,613,40.825163,-5.943105
37193,MIRANDA DEL CASTAÑAR,SALAMANCA,381,40.484767,-6.001082
37194,MOGARRAZ,SALAMANCA,252,40.492175,-6.052802
37195,MOLINILLO,SALAMANCA,43,40.468937,-5.944958
37196,MONFORTE DE LA SIERRA,SALAMANCA,53,40.483408,-6.056675
37197,MONLEÓN,SALAMANCA,85,40.58359,-5.846449
37199,MONSAGRO,SALAMANCA,127,40.502907,-6.269357
37201,MONTEMAYOR DEL RÍO,SALAMANCA,262,40.348921,-5.892683
37202,MONTERRUBIO DE ARMUÑA,SALAMANCA,1331,41.027268,-5.642939
37208,MORONTA,SALAMANCA,76,40.977858,-6.431896
37212,NAVACARROS,SALAMANCA,133,40.398356,-5.71585
37216,NAVALES,SALAMANCA,311,40.788491,-5.479534
